root,source_region,receiver_region,source_n,receiver_n,source_country_count,receiver_country_count,source_branch_count,receiver_branch_count,deepest_A_s,deepest_D,deepest_call,source_receiver_reliability_score,display_class
E-M34,balkan,north_africa,30,32,6,5,24,29,0.9375,0.22916050083212477,False,0.21131958140799237,"stable rejection, scale-sensitive D"
E-M34,balkan,west_asia,30,1094,6,19,24,655,0.027422303473491772,3.188064799107129,False,0.2618275231355171,"stable rejection, scale-sensitive D"
E-M34,balkan,west_europe,30,83,6,13,24,66,0.3614457831325301,0.9446423332499522,False,0.15139666408035787,robust rejection
E-M34,east_europe,balkan,141,30,9,6,98,24,4.7,-1.3397331923748457,True,0.37306325011282815,fragile or scale-sensitive
E-M34,east_europe,north_africa,141,32,9,5,98,29,4.40625,-1.1105726915427208,True,0.019289537489051205,robust compatible
E-M34,east_europe,west_asia,141,1094,9,19,98,655,0.12888482632541134,1.8483316067322832,False,0.2220976063560223,"stable rejection, scale-sensitive D"
E-M34,east_europe,west_europe,141,83,9,13,98,66,1.6987951807228916,-0.39509085912489356,True,0.2633332526991369,fragile or scale-sensitive
E-M34,north_africa,balkan,32,30,5,6,29,24,1.0666666666666667,-0.22916050083212472,True,0.4494148195032304,fragile or scale-sensitive
E-M34,north_africa,east_europe,32,141,5,9,29,98,0.22695035460992907,1.110572691542721,False,0.019289537489051208,robust rejection
E-M34,north_africa,west_asia,32,1094,5,19,29,655,0.029250457038391225,2.9589042982750042,False,0.24129001178644172,"stable rejection, scale-sensitive D"
E-M34,north_africa,west_europe,32,83,5,13,29,66,0.3855421686746988,0.7154818324178274,False,0.00993532388885769,robust rejection
E-M34,west_asia,balkan,1094,30,19,6,655,24,36.46666666666667,-3.188064799107129,True,0.42849418980218373,fragile or scale-sensitive
E-M34,west_asia,east_europe,1094,141,19,9,655,98,7.75886524822695,-1.8483316067322832,True,0.388764273022689,fragile or scale-sensitive
E-M34,west_asia,north_africa,1094,32,19,5,655,29,34.1875,-2.9589042982750042,True,0.4079566784531084,fragile or scale-sensitive
E-M34,west_asia,west_europe,1094,83,19,13,655,66,13.180722891566266,-2.2434224658571766,True,0.40209752572182583,fragile or scale-sensitive
E-M34,west_europe,balkan,83,30,13,6,66,24,2.7666666666666666,-0.9446423332499522,True,0.2763966640803579,fragile or scale-sensitive
E-M34,west_europe,east_europe,83,141,13,9,66,98,0.5886524822695035,0.3950908591248934,False,0.1383332526991369,robust rejection
E-M34,west_europe,north_africa,83,32,13,5,66,29,2.59375,-0.7154818324178274,True,0.009935323888857688,robust compatible
E-M34,west_europe,west_asia,83,1094,13,19,66,655,0.07586837294332724,2.2434224658571766,False,0.23543085905515923,"stable rejection, scale-sensitive D"
E-M78,balkan,east_europe,375,166,9,9,230,130,2.2590361445783134,-0.4555384760314903,True,0.36210434546356723,fragile or scale-sensitive
E-M78,balkan,north_africa,375,132,9,5,230,95,2.840909090909091,-0.7769443524986772,True,0.38702858711157323,fragile or scale-sensitive
E-M78,balkan,north_europe,375,45,9,4,230,30,8.333333333333334,-2.033364525073831,True,0.1330642525239335,robust compatible
E-M78,balkan,northeast_africa,375,123,9,5,230,75,3.048780487804878,-1.059137363269279,True,0.3616154210868548,fragile or scale-sensitive
E-M78,balkan,west_asia,375,750,9,18,230,484,0.5,0.8069209587256106,False,0.010900404270183186,robust rejection
E-M78,balkan,west_europe,375,412,9,16,230,257,0.9101941747572816,-0.27374192043318374,False,0.20442195827365164,"stable rejection, scale-sensitive D"
E-M78,east_europe,balkan,166,375,9,9,130,230,0.44266666666666665,0.4555384760314901,False,0.18617841953764133,robust rejection
E-M78,east_europe,north_africa,166,132,9,5,130,95,1.2575757575757576,-0.32140587646718705,True,0.39132635805012234,fragile or scale-sensitive
E-M78,east_europe,north_europe,166,45,9,4,130,30,3.688888888888889,-1.5778260490423406,True,0.036482536513156784,robust compatible
E-M78,east_europe,northeast_africa,166,123,9,5,130,75,1.3495934959349594,-0.603598887237789,True,0.12217656221893529,robust compatible
E-M78,east_europe,west_asia,166,750,9,18,130,484,0.22133333333333333,1.262459434757101,False,0.017024807175262235,robust rejection
E-M78,east_europe,west_europe,166,412,9,16,130,257,0.4029126213592233,0.1817965555983065,False,0.0018265021374970272,robust rejection
E-M78,north_africa,balkan,132,375,5,9,95,230,0.352,0.7769443524986773,False,0.22036192044490654,"stable rejection, scale-sensitive D"
E-M78,north_africa,east_europe,132,166,5,9,95,130,0.7951807228915663,0.32140587646718716,False,0.2127549294786938,"stable rejection, scale-sensitive D"
E-M78,north_africa,north_europe,132,45,5,4,95,30,2.933333333333333,-1.2564201725751536,True,0.019747021671244293,robust compatible
E-M78,north_africa,northeast_africa,132,123,5,5,95,75,1.0731707317073171,-0.2821930107706019,True,0.10885713449671408,robust compatible
E-M78,north_africa,west_asia,132,750,5,18,95,484,0.176,1.5838653112242878,False,0.2132379406725422,"stable rejection, scale-sensitive D"
E-M78,north_africa,west_europe,132,412,5,16,95,257,0.32038834951456313,0.5032024320654935,False,0.20267666971142892,"stable rejection, scale-sensitive D"
E-M78,north_europe,balkan,45,375,4,9,30,230,0.12,2.033364525073831,False,0.09139758585726683,robust rejection
E-M78,north_europe,east_europe,45,166,4,9,30,130,0.2710843373493976,1.5778260490423406,False,0.036482536513156784,robust rejection
E-M78,north_europe,north_africa,45,132,4,5,30,95,0.3409090909090909,1.2564201725751536,False,0.01974702167124429,robust rejection
E-M78,north_europe,northeast_africa,45,123,4,5,30,75,0.36585365853658536,0.9742271618045518,False,0.021448831437078642,robust rejection
E-M78,north_europe,west_asia,45,750,4,18,30,484,0.06,2.8402854837994416,False,0.05350734368841903,robust rejection
E-M78,north_europe,west_europe,45,412,4,16,30,257,0.10922330097087378,1.7596226046406471,False,0.03780313767914347,robust rejection
E-M78,northeast_africa,balkan,123,375,5,9,75,230,0.328,1.059137363269279,False,0.1949487544201882,robust rejection
E-M78,northeast_africa,east_europe,123,166,5,9,75,130,0.7409638554216867,0.6035988872377889,False,0.05670037174274481,robust rejection
E-M78,northeast_africa,north_africa,123,132,5,5,75,95,0.9318181818181818,0.28219301077060177,False,0.04219046783004741,robust rejection
E-M78,northeast_africa,north_europe,123,45,5,4,75,30,2.7333333333333334,-0.9742271618045516,True,0.039967349955597156,robust compatible
E-M78,northeast_africa,west_asia,123,750,5,18,75,484,0.164,1.8660583219948896,False,0.03205851225134038,robust rejection
E-M78,northeast_africa,west_europe,123,412,5,16,75,257,0.29854368932038833,0.7853954428360954,False,0.016354306242064826,robust rejection
E-M78,west_asia,balkan,750,375,18,9,484,230,2.0,-0.8069209587256106,True,0.010900404270183184,robust compatible
E-M78,west_asia,east_europe,750,166,18,9,484,130,4.518072289156627,-1.262459434757101,True,0.017024807175262235,robust compatible
E-M78,west_asia,north_africa,750,132,18,5,484,95,5.681818181818182,-1.5838653112242878,True,0.3799046073392089,fragile or scale-sensitive
E-M78,west_asia,north_europe,750,45,18,4,484,30,16.666666666666668,-2.8402854837994416,True,0.05350734368841903,robust compatible
E-M78,west_asia,northeast_africa,750,123,18,5,484,75,6.097560975609756,-1.8660583219948896,True,0.032058512251340376,robust compatible
E-M78,west_asia,west_europe,750,412,18,16,484,257,1.8203883495145632,-1.0806628791587942,True,0.015704206009275558,robust compatible
E-M78,west_europe,balkan,412,375,16,9,257,230,1.0986666666666667,0.2737419204331836,False,0.35775529160698505,fragile or scale-sensitive
E-M78,west_europe,east_europe,412,166,16,9,257,130,2.4819277108433737,-0.1817965555983066,True,0.02182650213749703,robust compatible
E-M78,west_europe,north_africa,412,132,16,5,257,95,3.121212121212121,-0.5032024320654935,True,0.3693433363780956,fragile or scale-sensitive
E-M78,west_europe,north_europe,412,45,16,4,257,30,9.155555555555555,-1.7596226046406471,True,0.03780313767914347,robust compatible
E-M78,west_europe,northeast_africa,412,123,16,5,257,75,3.3495934959349594,-0.7853954428360954,True,0.016354306242064826,robust compatible
E-M78,west_europe,west_asia,412,750,16,18,257,484,0.5493333333333333,1.0806628791587942,False,0.015704206009275558,robust rejection
E-M81,north_africa,west_asia,348,87,7,11,221,65,4.0,-1.1817626570002804,True,0.5,no-call or underpowered
E-M81,north_africa,west_europe,348,70,7,10,221,52,4.9714285714285715,-1.4040269682270567,True,0.5,no-call or underpowered
E-M81,west_asia,north_africa,87,348,11,7,65,221,0.25,1.1817626570002804,False,0.5,no-call or underpowered
E-M81,west_asia,west_europe,87,70,11,10,65,52,1.2428571428571429,-0.22226431122677612,True,0.05459659487052384,robust compatible
E-M81,west_europe,north_africa,70,348,10,7,52,221,0.20114942528735633,1.4040269682270567,False,0.5,no-call or underpowered
E-M81,west_europe,west_asia,70,87,10,11,52,65,0.8045977011494253,0.22226431122677615,False,0.05459659487052384,robust rejection
E-V12,north_africa,northeast_africa,35,115,5,5,29,69,0.30434782608695654,0.7945248799267886,False,0.21385190487127081,"stable rejection, scale-sensitive D"
E-V12,north_africa,west_asia,35,291,5,15,29,177,0.12027491408934708,1.7664682319017895,False,0.040204745292071305,robust rejection
E-V12,north_africa,west_europe,35,32,5,10,29,26,1.09375,-0.07159365318700894,True,0.6538461538461539,no-call or underpowered
E-V12,northeast_africa,north_africa,115,35,5,5,69,29,3.2857142857142856,-0.7945248799267886,True,0.3805185715379375,fragile or scale-sensitive
E-V12,northeast_africa,west_asia,115,291,5,15,69,177,0.3951890034364261,0.9719433519750007,False,0.020412577685433312,robust rejection
E-V12,northeast_africa,west_europe,115,32,5,10,69,26,3.59375,-0.8661185331137975,True,0.5,no-call or underpowered
E-V12,west_asia,north_africa,291,35,15,5,177,29,8.314285714285715,-1.7664682319017893,True,0.0402047452920713,robust compatible
E-V12,west_asia,northeast_africa,291,115,15,5,177,69,2.5304347826086957,-0.9719433519750007,True,0.020412577685433315,robust compatible
E-V12,west_asia,west_europe,291,32,15,10,177,26,9.09375,-1.8380618850887982,True,0.5,no-call or underpowered
E-V12,west_europe,north_africa,32,35,10,5,26,29,0.9142857142857143,0.07159365318700903,False,0.5769230769230769,no-call or underpowered
E-V12,west_europe,northeast_africa,32,115,10,5,26,69,0.2782608695652174,0.8661185331137975,False,0.5,no-call or underpowered
E-V12,west_europe,west_asia,32,291,10,15,26,177,0.10996563573883161,1.8380618850887982,False,0.5,no-call or underpowered
E-V13,balkan,east_europe,363,132,9,9,219,104,2.75,-0.6331267393971629,True,0.28489879150697356,fragile or scale-sensitive
E-V13,balkan,north_europe,363,44,9,4,219,29,8.25,-2.0194211005170537,True,0.43221267457677054,fragile or scale-sensitive
E-V13,balkan,west_asia,363,135,9,18,219,99,2.688888888888889,-0.6889857268150115,True,0.3947209564359928,fragile or scale-sensitive
E-V13,balkan,west_europe,363,312,9,16,219,187,1.1634615384615385,-0.6329623603386848,True,0.28980037663262664,fragile or scale-sensitive
E-V13,east_europe,balkan,132,363,9,9,104,219,0.36363636363636365,0.6331267393971629,False,0.17378768039586248,robust rejection
E-V13,east_europe,north_europe,132,44,9,4,104,29,3.0,-1.3862943611198906,True,0.4112027719586859,fragile or scale-sensitive
E-V13,east_europe,west_asia,132,135,9,18,104,99,0.9777777777777777,-0.055858987417848456,False,0.17088082402547258,robust rejection
E-V13,east_europe,west_europe,132,312,9,16,104,187,0.4230769230769231,0.00016437905847815437,False,0.0856551374761738,robust rejection
E-V13,north_europe,balkan,44,363,4,9,29,219,0.12121212121212122,2.0194211005170537,False,0.2655460079101039,"stable rejection, scale-sensitive D"
E-V13,north_europe,east_europe,44,132,4,9,29,104,0.3333333333333333,1.3862943611198908,False,0.2445361052920192,"stable rejection, scale-sensitive D"
E-V13,north_europe,west_asia,44,135,4,18,29,99,0.32592592592592595,1.330435373702042,False,0.1902694959185555,robust rejection
E-V13,north_europe,west_europe,44,312,4,16,29,187,0.14102564102564102,1.3864587401783686,False,0.2463011868330328,"stable rejection, scale-sensitive D"
E-V13,west_asia,balkan,135,363,18,9,99,219,0.371900826446281,0.6889857268150115,False,0.22805428976932615,"stable rejection, scale-sensitive D"
E-V13,west_asia,east_europe,135,132,18,9,99,104,1.0227272727272727,0.055858987417848394,False,0.18322650303781826,robust rejection
E-V13,west_asia,north_europe,135,44,18,4,99,29,3.0681818181818183,-1.330435373702042,True,0.3013806070296666,fragile or scale-sensitive
E-V13,west_asia,west_europe,135,312,18,16,99,187,0.4326923076923077,0.05602336647632658,False,0.10146694379778774,robust rejection
E-V13,west_europe,balkan,312,363,16,9,187,219,0.859504132231405,0.6329623603386848,False,0.17202259885484886,robust rejection
E-V13,west_europe,east_europe,312,132,16,9,187,104,2.3636363636363638,-0.00016437905847811274,True,0.26898847080950716,fragile or scale-sensitive
E-V13,west_europe,north_europe,312,44,16,4,187,29,7.090909090909091,-1.3864587401783688,True,0.41296785349969944,fragile or scale-sensitive
E-V13,west_europe,west_asia,312,135,16,18,187,99,2.311111111111111,-0.0560233664763266,True,0.18643426405922567,robust compatible
E-V22,west_asia,west_europe,303,50,18,12,191,32,6.06,-1.7428987677248948,True,0.3772623102554226,fragile or scale-sensitive
E-V22,west_europe,west_asia,50,303,12,18,32,191,0.16501650165016502,1.7428987677248948,False,0.21059564358875593,"stable rejection, scale-sensitive D"
E-V38,caribbean,central_africa,52,34,8,5,46,25,1.5294117647058822,-0.6490956924683812,True,0.5,no-call or underpowered
E-V38,caribbean,north_africa,52,37,8,7,46,28,1.4054054054054055,-0.4983300550804519,True,0.5,no-call or underpowered
E-V38,caribbean,west_africa,52,278,8,13,46,185,0.18705035971223022,1.2288614859677491,False,0.11137844005566964,no-call or underpowered
E-V38,caribbean,west_asia,52,385,8,14,46,234,0.13506493506493505,1.4710241785836908,False,0.11609111663239068,no-call or underpowered
E-V38,caribbean,west_europe,52,50,8,8,46,32,1.04,-0.7563211347357199,True,0.6666666666666666,no-call or underpowered
E-V38,central_africa,caribbean,34,52,5,8,25,46,0.6538461538461539,0.6490956924683811,False,0.5,no-call or underpowered
E-V38,central_africa,north_africa,34,37,5,7,25,28,0.918918918918919,0.15076563738792909,False,0.6111111111111112,no-call or underpowered
E-V38,central_africa,west_africa,34,278,5,13,25,185,0.1223021582733813,1.8779571784361304,False,0.5,no-call or underpowered
E-V38,central_africa,west_asia,34,385,5,14,25,234,0.08831168831168831,2.120119871052072,False,0.5,no-call or underpowered
E-V38,central_africa,west_europe,34,50,5,8,25,32,0.68,-0.10722544226733878,False,0.5454545454545454,no-call or underpowered
E-V38,north_africa,caribbean,37,52,7,8,28,46,0.7115384615384616,0.498330055080452,False,0.5,no-call or underpowered
E-V38,north_africa,central_africa,37,34,7,5,28,25,1.088235294117647,-0.15076563738792903,True,0.6666666666666666,no-call or underpowered
E-V38,north_africa,west_africa,37,278,7,13,28,185,0.13309352517985612,1.7271915410482013,False,0.5,no-call or underpowered
E-V38,north_africa,west_asia,37,385,7,14,28,234,0.09610389610389611,1.969354233664143,False,0.5,no-call or underpowered
E-V38,north_africa,west_europe,37,50,7,8,28,32,0.74,-0.2579910796552679,False,0.5714285714285714,no-call or underpowered
E-V38,west_africa,caribbean,278,52,13,8,185,46,5.346153846153846,-1.2288614859677491,True,0.11137844005566964,no-call or underpowered
E-V38,west_africa,central_africa,278,34,13,5,185,25,8.176470588235293,-1.8779571784361304,True,0.5,no-call or underpowered
E-V38,west_africa,north_africa,278,37,13,7,185,28,7.513513513513513,-1.7271915410482013,True,0.5,no-call or underpowered
E-V38,west_africa,west_asia,278,385,13,14,185,234,0.7220779220779221,0.2421626926159417,False,0.09421884941622721,no-call or underpowered
E-V38,west_africa,west_europe,278,50,13,8,185,32,5.56,-1.9851826207034693,True,0.5,no-call or underpowered
E-V38,west_asia,caribbean,385,52,14,8,234,46,7.403846153846154,-1.4710241785836908,True,0.11609111663239068,no-call or underpowered
E-V38,west_asia,central_africa,385,34,14,5,234,25,11.323529411764707,-2.120119871052072,True,0.5,no-call or underpowered
E-V38,west_asia,north_africa,385,37,14,7,234,28,10.405405405405405,-1.9693542336641432,True,0.5,no-call or underpowered
E-V38,west_asia,west_africa,385,278,14,13,234,185,1.3848920863309353,-0.2421626926159417,True,0.09421884941622721,no-call or underpowered
E-V38,west_asia,west_europe,385,50,14,8,234,32,7.7,-2.227345313319411,True,0.5,no-call or underpowered
E-V38,west_europe,caribbean,50,52,8,8,32,46,0.9615384615384616,0.7563211347357198,False,0.5,no-call or underpowered
E-V38,west_europe,central_africa,50,34,8,5,32,25,1.4705882352941178,0.1072254422673388,False,0.5454545454545454,no-call or underpowered
E-V38,west_europe,north_africa,50,37,8,7,32,28,1.3513513513513513,0.2579910796552678,False,0.5,no-call or underpowered
E-V38,west_europe,west_africa,50,278,8,13,32,185,0.17985611510791366,1.9851826207034693,False,0.5,no-call or underpowered
E-V38,west_europe,west_asia,50,385,8,14,32,234,0.12987012987012986,2.227345313319411,False,0.5,no-call or underpowered
E-Z5009,north_africa,west_asia,155,39,7,10,102,29,3.9743589743589745,-1.3332077791488006,True,0.027651646166833983,robust compatible
E-Z5009,north_africa,west_europe,155,25,7,9,102,20,6.2,-1.6288047149249507,True,0.12377387813953654,robust compatible
E-Z5009,west_asia,north_africa,39,155,10,7,29,102,0.25161290322580643,1.3332077791488006,False,0.027651646166833983,robust rejection
E-Z5009,west_asia,west_europe,39,25,10,9,29,20,1.56,-0.29559693577614987,True,0.2627888986393692,fragile or scale-sensitive
E-Z5009,west_europe,north_africa,25,155,9,7,20,102,0.16129032258064516,1.6288047149249507,False,0.08210721147286987,robust rejection
E-Z5009,west_europe,west_asia,25,39,9,10,20,29,0.6410256410256411,0.29559693577614987,False,0.1377888986393692,robust rejection
F,americas_indigenous_relevant,balkan,306,1761,11,10,251,1177,0.1737649063032368,3.468654213822909,False,1.0,broad-root deferred
F,americas_indigenous_relevant,caribbean,306,138,11,10,251,122,2.217391304347826,-1.3256640365620975,True,1.0,broad-root deferred
F,americas_indigenous_relevant,central_asia,306,294,11,6,251,214,1.0408163265306123,-0.5293572906123476,True,1.0,broad-root deferred
F,americas_indigenous_relevant,east_asia,306,1753,11,7,251,1244,0.1745579007415858,3.5361007409879477,False,1.0,broad-root deferred
F,americas_indigenous_relevant,east_europe,306,3304,11,10,251,2363,0.0926150121065375,5.106002694964894,False,1.0,broad-root deferred
F,americas_indigenous_relevant,north_africa,306,583,11,6,251,418,0.5248713550600344,1.2231011391407112,False,1.0,broad-root deferred
F,americas_indigenous_relevant,north_america,306,2531,11,4,251,1980,0.1209008297115764,4.697265025318646,False,1.0,broad-root deferred
F,americas_indigenous_relevant,north_europe,306,3587,11,7,251,2291,0.0853080568720379,5.051250598444722,False,1.0,broad-root deferred
F,americas_indigenous_relevant,northeast_africa,306,165,11,5,251,112,1.8545454545454545,-1.8935066132429546,True,1.0,broad-root deferred
F,americas_indigenous_relevant,pacific_oceania,306,115,11,5,251,107,2.6608695652173915,-1.5652295942059473,True,1.0,broad-root deferred
F,americas_indigenous_relevant,south_america,306,169,11,8,251,149,1.8106508875739644,-0.9965652314428416,True,1.0,broad-root deferred
F,americas_indigenous_relevant,south_asia,306,771,11,5,251,556,0.3968871595330739,1.9219062147289834,False,1.0,broad-root deferred
F,americas_indigenous_relevant,southeast_asia,306,282,11,9,251,228,1.0851063829787233,-0.039089897830994265,True,1.0,broad-root deferred
F,americas_indigenous_relevant,west_asia,306,12990,11,19,251,7641,0.0235565819861431,7.766785567486033,False,1.0,broad-root deferred
F,americas_indigenous_relevant,west_europe,306,8281,11,21,251,5850,0.0369520589300809,7.0682905457268355,False,1.0,broad-root deferred
F,balkan,americas_indigenous_relevant,1761,306,10,11,1177,251,5.754901960784314,-3.4686542138229095,True,1.0,broad-root deferred
F,balkan,caribbean,1761,138,10,10,1177,122,12.76086956521739,-4.794318250385006,True,1.0,broad-root deferred
F,balkan,central_asia,1761,294,10,6,1177,214,5.989795918367347,-3.998011504435257,True,1.0,broad-root deferred
F,balkan,east_asia,1761,1753,10,7,1177,1244,1.004563605248146,0.06744652716503828,False,1.0,broad-root deferred
F,balkan,east_europe,1761,3304,10,10,1177,2363,0.5329903147699758,1.6373484811419854,False,1.0,broad-root deferred
F,balkan,north_africa,1761,583,10,6,1177,418,3.020583190394511,-2.2455530746821983,True,1.0,broad-root deferred
F,balkan,north_america,1761,2531,10,4,1177,1980,0.6957724219676017,1.2286108114957361,False,1.0,broad-root deferred
F,balkan,north_europe,1761,3587,10,7,1177,2291,0.4909395037635907,1.5825963846218134,False,1.0,broad-root deferred
F,balkan,northeast_africa,1761,165,10,5,1177,112,10.672727272727272,-5.362160827065864,True,1.0,broad-root deferred
F,balkan,pacific_oceania,1761,115,10,5,1177,107,15.31304347826087,-5.033883808028857,True,1.0,broad-root deferred
F,balkan,south_america,1761,169,10,8,1177,149,10.420118343195266,-4.465219445265751,True,1.0,broad-root deferred
F,balkan,south_asia,1761,771,10,5,1177,556,2.284046692607004,-1.5467479990939255,True,1.0,broad-root deferred
F,balkan,southeast_asia,1761,282,10,9,1177,228,6.24468085106383,-3.5077441116539037,True,1.0,broad-root deferred
F,balkan,west_asia,1761,12990,10,19,1177,7641,0.1355658198614318,4.298131353663124,False,1.0,broad-root deferred
F,balkan,west_europe,1761,8281,10,21,1177,5850,0.2126554763917401,3.5996363319039273,False,1.0,broad-root deferred
F,caribbean,americas_indigenous_relevant,138,306,10,11,122,251,0.4509803921568627,1.3256640365620975,False,1.0,broad-root deferred
F,caribbean,balkan,138,1761,10,10,122,1177,0.0783645655877342,4.794318250385006,False,1.0,broad-root deferred
F,caribbean,central_asia,138,294,10,6,122,214,0.4693877551020408,0.7963067459497497,False,1.0,broad-root deferred
F,caribbean,east_asia,138,1753,10,7,122,1244,0.0787221905305191,4.861764777550045,False,1.0,broad-root deferred
F,caribbean,east_europe,138,3304,10,10,122,2363,0.0417675544794188,6.431666731526993,False,1.0,broad-root deferred
F,caribbean,north_africa,138,583,10,6,122,418,0.2367066895368782,2.5487651757028087,False,1.0,broad-root deferred
F,caribbean,north_america,138,2531,10,4,122,1980,0.0545239035954168,6.022929061880743,False,1.0,broad-root deferred
F,caribbean,north_europe,138,3587,10,7,122,2291,0.0384722609422916,6.376914635006821,False,1.0,broad-root deferred
F,caribbean,northeast_africa,138,165,10,5,122,112,0.8363636363636363,-0.5678425766808569,False,1.0,broad-root deferred
F,caribbean,pacific_oceania,138,115,10,5,122,107,1.2,-0.23956555764384968,True,1.0,broad-root deferred
F,caribbean,south_america,138,169,10,8,122,149,0.8165680473372781,0.32909880511925577,False,1.0,broad-root deferred
F,caribbean,south_asia,138,771,10,5,122,556,0.178988326848249,3.247570251291081,False,1.0,broad-root deferred
F,caribbean,southeast_asia,138,282,10,9,122,228,0.4893617021276595,1.2865741387311032,False,1.0,broad-root deferred
F,caribbean,west_asia,138,12990,10,19,122,7641,0.0106235565819861,9.09244960404813,False,1.0,broad-root deferred
F,caribbean,west_europe,138,8281,10,21,122,5850,0.0166646540272913,8.393954582288934,False,1.0,broad-root deferred
F,central_asia,americas_indigenous_relevant,294,306,6,11,214,251,0.9607843137254902,0.5293572906123476,False,1.0,broad-root deferred
F,central_asia,balkan,294,1761,6,10,214,1177,0.1669505962521294,3.998011504435257,False,1.0,broad-root deferred
F,central_asia,caribbean,294,138,6,10,214,122,2.130434782608696,-0.7963067459497497,True,1.0,broad-root deferred
F,central_asia,east_asia,294,1753,6,7,214,1244,0.1677124928693668,4.065458031600295,False,1.0,broad-root deferred
F,central_asia,east_europe,294,3304,6,10,214,2363,0.0889830508474576,5.635359985577242,False,1.0,broad-root deferred
F,central_asia,north_africa,294,583,6,6,214,418,0.5042881646655232,1.7524584297530592,False,1.0,broad-root deferred
F,central_asia,north_america,294,2531,6,4,214,1980,0.1161596207032793,5.226622315930993,False,1.0,broad-root deferred
F,central_asia,north_europe,294,3587,6,7,214,2291,0.081962642877056,5.58060788905707,False,1.0,broad-root deferred
F,central_asia,northeast_africa,294,165,6,5,214,112,1.7818181818181815,-1.3641493226306067,True,1.0,broad-root deferred
F,central_asia,pacific_oceania,294,115,6,5,214,107,2.5565217391304347,-1.0358723035935993,True,1.0,broad-root deferred
F,central_asia,south_america,294,169,6,8,214,149,1.7396449704142012,-0.4672079408304937,True,1.0,broad-root deferred
F,central_asia,south_asia,294,771,6,5,214,556,0.3813229571984435,2.4512635053413314,False,1.0,broad-root deferred
F,central_asia,southeast_asia,294,282,6,9,214,228,1.0425531914893618,0.49026739278135334,False,1.0,broad-root deferred
F,central_asia,west_asia,294,12990,6,19,214,7641,0.0226327944572748,8.296142858098381,False,1.0,broad-root deferred
F,central_asia,west_europe,294,8281,6,21,214,5850,0.0355029585798816,7.597647836339185,False,1.0,broad-root deferred
F,east_asia,americas_indigenous_relevant,1753,306,7,11,1244,251,5.728758169934641,-3.5361007409879477,True,1.0,broad-root deferred
F,east_asia,balkan,1753,1761,7,10,1244,1177,0.9954571266325952,-0.06744652716503828,False,1.0,broad-root deferred
F,east_asia,caribbean,1753,138,7,10,1244,122,12.702898550724637,-4.861764777550045,True,1.0,broad-root deferred
F,east_asia,central_asia,1753,294,7,6,1244,214,5.962585034013605,-4.065458031600295,True,1.0,broad-root deferred
F,east_asia,east_europe,1753,3304,7,10,1244,2363,0.5305690072639225,1.569901953976947,False,1.0,broad-root deferred
F,east_asia,north_africa,1753,583,7,6,1244,418,3.006861063464837,-2.3129996018472365,True,1.0,broad-root deferred
F,east_asia,north_america,1753,2531,7,4,1244,1980,0.6926116159620703,1.1611642843306977,False,1.0,broad-root deferred
F,east_asia,north_europe,1753,3587,7,7,1244,2291,0.4887092277669361,1.5151498574567748,False,1.0,broad-root deferred
F,east_asia,northeast_africa,1753,165,7,5,1244,112,10.624242424242423,-5.429607354230901,True,1.0,broad-root deferred
F,east_asia,pacific_oceania,1753,115,7,5,1244,107,15.243478260869566,-5.101330335193895,True,1.0,broad-root deferred
F,east_asia,south_america,1753,169,7,8,1244,149,10.372781065088756,-4.532665972430789,True,1.0,broad-root deferred
F,east_asia,south_asia,1753,771,7,5,1244,556,2.2736705577172502,-1.6141945262589639,True,1.0,broad-root deferred
F,east_asia,southeast_asia,1753,282,7,9,1244,228,6.216312056737588,-3.5751906388189414,True,1.0,broad-root deferred
F,east_asia,west_asia,1753,12990,7,19,1244,7641,0.1349499615088529,4.230684826498086,False,1.0,broad-root deferred
F,east_asia,west_europe,1753,8281,7,21,1244,5850,0.2116894094916073,3.5321898047388895,False,1.0,broad-root deferred
F,east_europe,americas_indigenous_relevant,3304,306,10,11,2363,251,10.797385620915032,-5.106002694964894,True,1.0,broad-root deferred
F,east_europe,balkan,3304,1761,10,10,2363,1177,1.8762067007382168,-1.6373484811419854,True,1.0,broad-root deferred
F,east_europe,caribbean,3304,138,10,10,2363,122,23.94202898550725,-6.431666731526993,True,1.0,broad-root deferred
F,east_europe,central_asia,3304,294,10,6,2363,214,11.238095238095235,-5.635359985577242,True,1.0,broad-root deferred
F,east_europe,east_asia,3304,1753,10,7,2363,1244,1.8847689674843129,-1.569901953976947,True,1.0,broad-root deferred
F,east_europe,north_africa,3304,583,10,6,2363,418,5.667238421955403,-3.882901555824183,True,1.0,broad-root deferred
F,east_europe,north_america,3304,2531,10,4,2363,1980,1.3054128802844724,-0.408737669646249,True,1.0,broad-root deferred
F,east_europe,north_europe,3304,3587,10,7,2363,2291,0.921103986618344,-0.0547520965201717,False,1.0,broad-root deferred
F,east_europe,northeast_africa,3304,165,10,5,2363,112,20.024242424242424,-6.999509308207849,True,1.0,broad-root deferred
F,east_europe,pacific_oceania,3304,115,10,5,2363,107,28.730434782608697,-6.6712322891708435,True,1.0,broad-root deferred
F,east_europe,south_america,3304,169,10,8,2363,149,19.550295857988164,-6.102567926407736,True,1.0,broad-root deferred
F,east_europe,south_asia,3304,771,10,5,2363,556,4.285343709468223,-3.184096480235911,True,1.0,broad-root deferred
