"lineage_root","source_mask","receiver_mask","source_terminal_count","receiver_terminal_count","source_country_count","receiver_country_count","source_branch_count","receiver_branch_count","deepest_source_adequacy_A_s","deepest_diversity_contrast_D","deepest_source_receiver_call","source_receiver_reliability_score","atlas_reliability_state","figure_source_file"
"C-M217","Western Europe","East Asia","64","352","3","4","14","239","0.181818","3.249016","Rejected at deepest layer","0.067336","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Balkans","38","399","7","9","35","252","0.095238","4.045909","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Caribbean","38","82","7","11","35","70","0.463415","1.432151","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Central Africa","38","52","7","5","35","39","0.730769","0.067876","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","East Africa","38","72","7","3","35","45","0.527778","-0.029529","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Eastern Europe","38","328","7","9","35","247","0.115854","4.248429","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","North Africa/Maghreb","38","569","7","7","35","391","0.066784","5.209325","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Northern Europe","38","50","7","4","35","35","0.760000","-0.484076","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Northeast Africa","38","174","7","6","35","115","0.218391","2.381136","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","West Africa","38","339","7","13","35","223","0.112094","3.538963","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","West Asia","38","2631","7","19","35","1624","0.014443","8.446469","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Americas Indigenous-relevant","Western Europe","38","676","7","16","35","456","0.056213","4.780905","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Americas Indigenous-relevant","399","38","9","7","252","35","10.500000","-4.045909","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Caribbean","399","82","9","11","252","70","4.865854","-2.613758","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Central Africa","399","52","9","5","252","39","7.673077","-3.978033","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","East Africa","399","72","9","3","252","45","5.541667","-4.075438","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Eastern Europe","399","328","9","9","252","247","1.216463","0.202520","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","North Africa/Maghreb","399","569","9","7","252","391","0.701230","1.163415","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Northern Europe","399","50","9","4","252","35","7.980000","-4.529985","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Northeast Africa","399","174","9","6","252","115","2.293103","-1.664773","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","West Africa","399","339","9","13","252","223","1.176991","-0.506946","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","West Asia","399","2631","9","19","252","1624","0.151653","4.400559","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Balkans","Western Europe","399","676","9","16","252","456","0.590237","0.734996","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Americas Indigenous-relevant","82","38","11","7","70","35","2.157895","-1.432151","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Balkans","82","399","11","9","70","252","0.205514","2.613758","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Central Africa","82","52","11","5","70","39","1.576923","-1.364276","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","East Africa","82","72","11","3","70","45","1.138889","-1.461680","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Eastern Europe","82","328","11","9","70","247","0.250000","2.816278","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","North Africa/Maghreb","82","569","11","7","70","391","0.144112","3.777173","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Northern Europe","82","50","11","4","70","35","1.640000","-1.916227","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Northeast Africa","82","174","11","6","70","115","0.471264","0.948985","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","West Africa","82","339","11","13","70","223","0.241888","2.106812","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","West Asia","82","2631","11","19","70","1624","0.031167","7.014317","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Caribbean","Western Europe","82","676","11","16","70","456","0.121302","3.348754","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Americas Indigenous-relevant","52","38","5","7","39","35","1.368421","-0.067876","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Balkans","52","399","5","9","39","252","0.130326","3.978033","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Caribbean","52","82","5","11","39","70","0.634146","1.364276","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","East Africa","52","72","5","3","39","45","0.722222","-0.097405","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Eastern Europe","52","328","5","9","39","247","0.158537","4.180553","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","North Africa/Maghreb","52","569","5","7","39","391","0.091388","5.141449","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Northern Europe","52","50","5","4","39","35","1.040000","-0.551952","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Northeast Africa","52","174","5","6","39","115","0.298851","2.313260","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","West Africa","52","339","5","13","39","223","0.153392","3.471088","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","West Asia","52","2631","5","19","39","1624","0.019764","8.378593","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Central Africa","Western Europe","52","676","5","16","39","456","0.076923","4.713029","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Americas Indigenous-relevant","72","38","3","7","45","35","1.894737","0.029529","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Balkans","72","399","3","9","45","252","0.180451","4.075438","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Caribbean","72","82","3","11","45","70","0.878049","1.461680","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Central Africa","72","52","3","5","45","39","1.384615","0.097405","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Eastern Europe","72","328","3","9","45","247","0.219512","4.277958","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","North Africa/Maghreb","72","569","3","7","45","391","0.126538","5.238854","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Northern Europe","72","50","3","4","45","35","1.440000","-0.454547","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Northeast Africa","72","174","3","6","45","115","0.413793","2.410665","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","West Africa","72","339","3","13","45","223","0.212389","3.568492","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","West Asia","72","2631","3","19","45","1624","0.027366","8.475998","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","East Africa","Western Europe","72","676","3","16","45","456","0.106509","4.810434","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Americas Indigenous-relevant","328","38","9","7","247","35","8.631579","-4.248429","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Balkans","328","399","9","9","247","252","0.822055","-0.202520","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Caribbean","328","82","9","11","247","70","4.000000","-2.816278","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Central Africa","328","52","9","5","247","39","6.307692","-4.180553","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","East Africa","328","72","9","3","247","45","4.555556","-4.277958","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","North Africa/Maghreb","328","569","9","7","247","391","0.576450","0.960896","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Northern Europe","328","50","9","4","247","35","6.560000","-4.732505","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Northeast Africa","328","174","9","6","247","115","1.885057","-1.867293","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","West Africa","328","339","9","13","247","223","0.967552","-0.709466","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","West Asia","328","2631","9","19","247","1624","0.124667","4.198040","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Eastern Europe","Western Europe","328","676","9","16","247","456","0.485207","0.532476","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Americas Indigenous-relevant","569","38","7","7","391","35","14.973684","-5.209325","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Balkans","569","399","7","9","391","252","1.426065","-1.163415","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Caribbean","569","82","7","11","391","70","6.939024","-3.777173","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Central Africa","569","52","7","5","391","39","10.942308","-5.141449","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","East Africa","569","72","7","3","391","45","7.902778","-5.238854","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Eastern Europe","569","328","7","9","391","247","1.734756","-0.960896","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Northern Europe","569","50","7","4","391","35","11.380000","-5.693401","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Northeast Africa","569","174","7","6","391","115","3.270115","-2.828189","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","West Africa","569","339","7","13","391","223","1.678466","-1.670361","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","West Asia","569","2631","7","19","391","1624","0.216268","3.237144","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","North Africa/Maghreb","Western Europe","569","676","7","16","391","456","0.841716","-0.428420","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Americas Indigenous-relevant","50","38","4","7","35","35","1.315789","0.484076","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Balkans","50","399","4","9","35","252","0.125313","4.529985","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Caribbean","50","82","4","11","35","70","0.609756","1.916227","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Central Africa","50","52","4","5","35","39","0.961538","0.551952","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","East Africa","50","72","4","3","35","45","0.694444","0.454547","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Eastern Europe","50","328","4","9","35","247","0.152439","4.732505","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","North Africa/Maghreb","50","569","4","7","35","391","0.087873","5.693401","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Northeast Africa","50","174","4","6","35","115","0.287356","2.865212","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","West Africa","50","339","4","13","35","223","0.147493","4.023039","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","West Asia","50","2631","4","19","35","1624","0.019004","8.930545","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northern Europe","Western Europe","50","676","4","16","35","456","0.073964","5.264981","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Americas Indigenous-relevant","174","38","6","7","115","35","4.578947","-2.381136","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Balkans","174","399","6","9","115","252","0.436090","1.664773","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Caribbean","174","82","6","11","115","70","2.121951","-0.948985","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Central Africa","174","52","6","5","115","39","3.346154","-2.313260","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","East Africa","174","72","6","3","115","45","2.416667","-2.410665","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Eastern Europe","174","328","6","9","115","247","0.530488","1.867293","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","North Africa/Maghreb","174","569","6","7","115","391","0.305800","2.828189","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Northern Europe","174","50","6","4","115","35","3.480000","-2.865212","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","West Africa","174","339","6","13","115","223","0.513274","1.157827","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","West Asia","174","2631","6","19","115","1624","0.066135","6.065333","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Northeast Africa","Western Europe","174","676","6","16","115","456","0.257396","2.399769","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Americas Indigenous-relevant","339","38","13","7","223","35","8.921053","-3.538963","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Balkans","339","399","13","9","223","252","0.849624","0.506946","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Caribbean","339","82","13","11","223","70","4.134146","-2.106812","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Central Africa","339","52","13","5","223","39","6.519231","-3.471088","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","East Africa","339","72","13","3","223","45","4.708333","-3.568492","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Eastern Europe","339","328","13","9","223","247","1.033537","0.709466","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","North Africa/Maghreb","339","569","13","7","223","391","0.595782","1.670361","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Northern Europe","339","50","13","4","223","35","6.780000","-4.023039","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Northeast Africa","339","174","13","6","223","115","1.948276","-1.157827","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","West Asia","339","2631","13","19","223","1624","0.128848","4.907505","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Africa","Western Europe","339","676","13","16","223","456","0.501479","1.241942","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Americas Indigenous-relevant","2631","38","19","7","1624","35","69.236842","-8.446469","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Balkans","2631","399","19","9","1624","252","6.593985","-4.400559","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Caribbean","2631","82","19","11","1624","70","32.085366","-7.014317","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Central Africa","2631","52","19","5","1624","39","50.596154","-8.378593","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","East Africa","2631","72","19","3","1624","45","36.541667","-8.475998","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Eastern Europe","2631","328","19","9","1624","247","8.021341","-4.198040","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","North Africa/Maghreb","2631","569","19","7","1624","391","4.623902","-3.237144","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Northern Europe","2631","50","19","4","1624","35","52.620000","-8.930545","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Northeast Africa","2631","174","19","6","1624","115","15.120690","-6.065333","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","West Africa","2631","339","19","13","1624","223","7.761062","-4.907505","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","West Asia","Western Europe","2631","676","19","16","1624","456","3.892012","-3.665564","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Americas Indigenous-relevant","676","38","16","7","456","35","17.789474","-4.780905","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Balkans","676","399","16","9","456","252","1.694236","-0.734996","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Caribbean","676","82","16","11","456","70","8.243902","-3.348754","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Central Africa","676","52","16","5","456","39","13.000000","-4.713029","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","East Africa","676","72","16","3","456","45","9.388889","-4.810434","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Eastern Europe","676","328","16","9","456","247","2.060976","-0.532476","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","North Africa/Maghreb","676","569","16","7","456","391","1.188049","0.428420","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Northern Europe","676","50","16","4","456","35","13.520000","-5.264981","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","Northeast Africa","676","174","16","6","456","115","3.885057","-2.399769","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","West Africa","676","339","16","13","456","223","1.994100","-1.241942","Compatible at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E","Western Europe","West Asia","676","2631","16","19","456","1624","0.256937","3.665564","Rejected at deepest layer","1.000000","Broad-root deferred","source_receiver_reliability_atlas.csv"
"E-M123","Balkans","Eastern Europe","32","141","6","9","25","98","0.226950","1.301628","Rejected at deepest layer","0.244140","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M123","Balkans","North Africa/Maghreb","32","34","6","5","25","31","0.941176","0.261011","Rejected at deepest layer","0.202825","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M123","Balkans","West Asia","32","1103","6","19","25","661","0.029012","3.158994","Rejected at deepest layer","0.257672","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M123","Balkans","Western Europe","32","87","6","13","25","70","0.367816","0.969173","Rejected at deepest layer","0.192463","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"E-M123","Eastern Europe","Balkans","141","32","9","6","98","25","4.406250","-1.301628","Compatible at deepest layer","0.410806","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","Eastern Europe","North Africa/Maghreb","141","34","9","5","98","31","4.147059","-1.040617","Compatible at deepest layer","0.062148","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"E-M123","Eastern Europe","West Asia","141","1103","9","19","98","661","0.127833","1.857366","Rejected at deepest layer","0.263532","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M123","Eastern Europe","Western Europe","141","87","9","13","98","70","1.620690","-0.332455","Compatible at deepest layer","0.386840","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","North Africa/Maghreb","Balkans","34","32","5","6","31","25","1.062500","-0.261011","Compatible at deepest layer","0.431992","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","North Africa/Maghreb","Eastern Europe","34","141","5","9","31","98","0.241135","1.040617","Rejected at deepest layer","0.062148","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"E-M123","North Africa/Maghreb","West Asia","34","1103","5","19","31","661","0.030825","2.897983","Rejected at deepest layer","0.242347","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M123","North Africa/Maghreb","Western Europe","34","87","5","13","31","70","0.390805","0.708162","Rejected at deepest layer","0.059454","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"E-M123","West Asia","Balkans","1103","32","19","6","661","25","34.468750","-3.158994","Compatible at deepest layer","0.424338","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","West Asia","Eastern Europe","1103","141","19","9","661","98","7.822695","-1.857366","Compatible at deepest layer","0.430199","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","West Asia","North Africa/Maghreb","1103","34","19","5","661","31","32.441176","-2.897983","Compatible at deepest layer","0.409013","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","West Asia","Western Europe","1103","87","19","13","661","70","12.678161","-2.189821","Compatible at deepest layer","0.400226","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","Western Europe","Balkans","87","32","13","6","70","25","2.718750","-0.969173","Compatible at deepest layer","0.359129","Fragile or scale-sensitive","source_receiver_reliability_atlas.csv"
"E-M123","Western Europe","Eastern Europe","87","141","13","9","70","98","0.617021","0.332455","Rejected at deepest layer","0.220173","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M123","Western Europe","North Africa/Maghreb","87","34","13","5","70","31","2.558824","-0.708162","Compatible at deepest layer","0.101121","Robust source-receiver compatible","source_receiver_reliability_atlas.csv"
"E-M123","Western Europe","West Asia","87","1103","13","19","70","661","0.078876","2.189821","Rejected at deepest layer","0.233559","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M2","Caribbean","Central Africa","52","34","8","5","46","25","1.529412","-0.649096","Compatible at deepest layer","0.098559","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Caribbean","North Africa/Maghreb","52","37","8","7","46","28","1.405405","-0.498330","Compatible at deepest layer","0.500000","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Caribbean","West Africa","52","278","8","13","46","185","0.187050","1.228861","Rejected at deepest layer","0.069712","Robust source-receiver rejection","source_receiver_reliability_atlas.csv"
"E-M2","Caribbean","West Asia","52","353","8","14","46","215","0.147309","1.375012","Rejected at deepest layer","0.242668","Stable source-receiver rejection with scale-sensitive D","source_receiver_reliability_atlas.csv"
"E-M2","Caribbean","Western Europe","52","50","8","8","46","32","1.040000","-0.756321","Compatible at deepest layer","0.666667","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Central Africa","Caribbean","34","52","5","8","25","46","0.653846","0.649096","Rejected at deepest layer","0.098559","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Central Africa","North Africa/Maghreb","34","37","5","7","25","28","0.918919","0.150766","Rejected at deepest layer","0.611111","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Central Africa","West Africa","34","278","5","13","25","185","0.122302","1.877957","Rejected at deepest layer","0.125462","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Central Africa","West Asia","34","353","5","14","25","215","0.096317","2.024108","Rejected at deepest layer","0.299561","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","Central Africa","Western Europe","34","50","5","8","25","32","0.680000","-0.107225","Rejected at deepest layer","0.545455","No-call or underpowered","source_receiver_reliability_atlas.csv"
"E-M2","North Africa/Maghreb","Caribbean","37","52","7","8","28","46","0.711538","0.498330","Rejected at deepest layer","0.500000","No-call or underpowered","source_receiver_reliability_atlas.csv"
